"set" "keygene" "nbexon" "map" "phys" "GC_total.mean" "GC_total.sd" "GC3.mean" "GC3.sd" "loess-2" "loess"
"Zea" "AC185429.3_FGT005.v6a" 1 "9" 117242887.5 62.5386996904025 NA 71.2962962962963 NA 0.49 0.49
"Zea" "AC187215.4_FGT001.v6a" 5 "9" 146984751.5 43.7049660639983 7.62205874211302 43.2077677224736 11.0777555900636 7.73 7.73
"Zea" "AC187401.3_FGT006.v6a" 1 "9" 8433136 68.0288461538462 NA 68.1159420289855 NA 3.71 3.71
"Zea" "AC187406.4_FGT001.v6a" 1 "9" 9154146 72.7272727272727 NA 90 NA 3.71 3.71
"Zea" "AC187469.3_FGT004.v6a" 3 "9" 140742718.5 53.0305742219906 13.9301905928923 53.8978494623656 20.4314338845062 5.46 5.46
"Zea" "AC187469.3_FGT005.v6a" 1 "9" 140762124 43.8692098092643 NA 43.265306122449 NA 5.42 5.42
"Zea" "AC187789.3_FGT001.v6a" 1 "9" 30459878.5 62.6459143968872 NA 68.6046511627907 NA 0.47 0.47
"Zea" "AC187809.3_FGT005.v6a" 7 "9" 44119611 39.1202567432897 4.59317908124427 38.9101490497561 7.20088696936286 0.06 0.06
"Zea" "AC187809.3_FGT006.v6a" 1 "9" 44162481.5 67.3218673218673 NA 70.5882352941177 NA 0.06 0.06
"Zea" "AC187901.4_FGT002.v6a" 12 "9" 28999086.5 50.0643349053399 11.0054750519012 50.2414244008221 16.6161398417491 0.66 0.66
"Zea" "AC187901.4_FGT004.v6a" 1 "9" 28993250.5 66.1971830985916 NA 69.6969696969697 NA 0.66 0.66
"Zea" "AC187919.5_FGT007.v6a" 1 "9" 67375469.5 53.6121673003802 NA 53.4090909090909 NA -0.03 -0.03
"Zea" "AC187919.5_FGT010.v6a" 4 "9" 67457953.5 55.9340510724337 6.24279656889434 57.6463161021985 10.9056001469088 -0.03 -0.03
"Zea" "AC188127.3_FGT005.v6a" 1 "9" 115529484 66.0550458715596 NA 70.8333333333333 NA 0.59 0.59
"Zea" "AC188582.3_FGT002.v6a" 1 "9" 82965782.5 70.9090909090909 NA 70.6467661691542 NA 0.19 0.19
"Zea" "AC188583.4_FGT003.v6a" 2 "9" 10534084 67.2517710767405 7.40520009154046 83.587083821315 0.189287410054956 3.75 3.75
"Zea" "AC188583.4_FGT004.v6a" 3 "9" 10578604 56.3232376864819 5.06084193974403 63.0487526087181 27.6797620769081 3.75 3.75
"Zea" "AC188613.4_FGT003.v6a" 2 "9" 88998878.5 47.5 26.7690424306335 58.5253456221198 22.158184848242 0.35 0.35
"Zea" "AC188714.3_FGT006.v6a" 1 "9" 127572605.5 55.8528428093645 NA 65 NA 0.95 0.95
"Zea" "AC188727.3_FGT003.v6a" 5 "9" 6373260.5 48.5672463793668 1.89939705106795 49.1526260679184 2.56499340823411 3.65 3.65
"Zea" "AC188727.3_FGT005.v6a" 1 "9" 6358080 71.8232044198895 NA 80.8333333333333 NA 3.65 3.65
"Zea" "AC188734.3_FGT004.v6a" 1 "9" 40448745 57.0212765957447 NA 67.515923566879 NA 0.12 0.12
"Zea" "AC188744.3_FGT003.v6a" 1 "9" 60779319.5 68.9795918367347 NA 72.8395061728395 NA -0.03 -0.03
"Zea" "AC188744.3_FGT005.v6a" 2 "9" 60801555.5 61.8530753500078 0.444931119198743 80.6748466257668 27.3298939967807 -0.02 -0.02
"Zea" "AC188744.3_FGT008.v6a" 1 "9" 60860168.5 63.5687732342007 NA 58.4269662921348 NA -0.02 -0.02
"Zea" "AC188744.3_FGT009.v6a" 1 "9" 60868048.5 63.3663366336634 NA 57.2033898305085 NA -0.02 -0.02
"Zea" "AC188751.3_FGT004.v6a" 2 "9" 20223493.5 62.1519161841742 5.78045659282628 58.041958041958 4.9448026656402 1.6 1.6
"Zea" "AC188751.3_FGT005.v6a" 1 "9" 20190268.5 67.973124300112 NA 71.1409395973154 NA 1.61 1.61
"Zea" "AC188756.2_FGT002.v6a" 2 "9" 39377723 53.2703407703408 8.19620664062663 43.9393939393939 14.9992347524419 0.18 0.18
"Zea" "AC188756.2_FGT004.v6a" 3 "9" 39417430 61.4370410200495 8.26212701841243 63.5881465549432 11.2254480775007 0.18 0.18
"Zea" "AC188757.4_FGT004.v6a" 1 "9" 121857908 50.875 NA 39.4736842105263 NA 0.76 0.76
"Zea" "AC188776.3_FGT001.v6a" 2 "9" 134058556 58.7760764566848 6.67794812362999 59.8181818181818 5.39972451087906 3.18 3.18
"Zea" "AC188837.3_FGT003.v6a" 1 "9" 37901132 60.2362204724409 NA 75 NA 0.13 0.13
"Zea" "AC188987.3_FGT004.v6a" 1 "9" 43140435.5 59.3625498007968 NA 64.2857142857143 NA 0.06 0.06
"Zea" "AC188987.3_FGT006.v6a" 2 "9" 43226688 60.5328685258964 2.78194400964829 56.4393939393939 2.67843477722178 0.06 0.06
"Zea" "AC188987.3_FGT007.v6a" 1 "9" 43189830.5 82.4657534246575 NA 88.5245901639344 NA 0.06 0.06
"Zea" "AC189054.3_FGT004.v6a" 1 "9" 21929015.5 65.2719665271967 NA 68.3544303797468 NA 1.32 1.32
"Zea" "AC189077.3_FGT002.v6a" 1 "9" 25985117 73.728813559322 NA 74.6835443037975 NA 1.03 1.03
"Zea" "AC189084.3_FGT002.v6a" 1 "9" 125051649.5 70.4684317718941 NA 73.0061349693252 NA 0.9 0.9
"Zea" "AC189279.2_FGT003.v6a" 1 "9" 143810025 54.9079754601227 NA 57.4074074074074 NA 3.03 3.03
"Zea" "AC189699.4_FGT001.v6a" 3 "9" 33287529 49.5609243437509 5.7992824705564 57.4122807017544 12.3034719980638 0.21 0.21
"Zea" "AC189699.4_FGT002.v6a" 3 "9" 33277044 43.504969458793 15.4638933635523 39.1841491841492 30.4609744350915 0.21 0.21
"Zea" "AC189753.3_FGT002.v6a" 7 "9" 133256361 45.4269836926729 10.881238214172 47.1077725326278 13.7771692902466 2.88 2.88
"Zea" "AC189770.3_FGT002.v6a" 7 "9" 120945546 50.9480302660411 5.21337230029793 53.1588277324891 8.62957321691732 0.74 0.74
"Zea" "AC189770.3_FGT004.v6a" 1 "9" 121000317 66.8292682926829 NA 63.9705882352941 NA 0.74 0.74
"Zea" "AC189772.3_FGT002.v6a" 1 "9" 136113809 67.1875 NA 73.5849056603774 NA 3.72 3.72
"Zea" "AC189773.3_FGT001.v6a" 1 "9" 65719823.5 64.0378548895899 NA 62.2641509433962 NA -0.02 -0.02
"Zea" "AC189773.3_FGT002.v6a" 3 "9" 65716848.5 42.6734421190365 2.03118318469426 35.9452606172219 11.7833112631725 -0.02 -0.02
"Zea" "AC189774.4_FGT003.v6a" 1 "9" 26737592 70.3804347826087 NA 91.869918699187 NA 0.85 0.85
"Zea" "AC189774.4_FGT004.v6a" 1 "9" 26769477.5 49.867374005305 NA 48.4126984126984 NA 0.85 0.85
"Zea" "AC189782.2_FGT005.v6a" 2 "9" 23475834 54.9474780086094 11.7561630649967 50.6135618322226 26.4875183770397 1.16 1.16
"Zea" "AC189879.3_FGT003.v6a" 21 "9" 87411325.5 49.324414215298 11.0164936851005 55.0909426014234 18.842129553864 0.32 0.32
"Zea" "AC190515.1_FGT002.v6a" 1 "9" 56971624 68.2203389830509 NA 72.1518987341772 NA -0.08 -0.08
"Zea" "AC190516.1_FGT002.v6a" 1 "9" 76430398.5 68.9243027888446 NA 67.8571428571429 NA 0.1 0.1
"Zea" "AC190516.1_FGT003.v6a" 2 "9" 76424418 46.028898854011 14.811544136065 51.1711711711712 34.6546026095029 0.1 0.1
"Zea" "AC190533.4_FGT006.v6a" 2 "9" 155135043 37.140361094933 0.716578799804671 37.2549019607843 5.54593553871805 NA NA
"Zea" "AC190565.2_FGT003.v6a" 5 "9" 62859891.5 52.9073469494196 10.937439502487 62.1518483651504 11.5393331530576 0.03 0.03
"Zea" "AC190587.3_FGT005.v6a" 2 "9" 114055627.5 60.4977800546448 2.0949970378393 62.4526631773399 0.154026492515233 0.53 0.53
"Zea" "AC190675.3_FGT002.v6a" 1 "9" 85667002.5 59.2445328031809 NA 66.0714285714286 NA 0.28 0.28
"Zea" "AC190675.3_FGT003.v6a" 1 "9" 85621724 45.2272727272727 NA 40.1360544217687 NA 0.27 0.27
"Zea" "AC190728.3_FGT002.v6a" 1 "9" 73174988.5 64.9164677804296 NA 64.7482014388489 NA 0.05 0.05
"Zea" "AC190743.3_FGT005.v6a" 4 "9" 119513120.5 41.3127647843429 2.97641374953106 36.4096375338753 7.25451595629194 0.67 0.67
"Zea" "AC190743.3_FGT009.v6a" 2 "9" 119388753.5 41.264667535854 3.96422315397932 48.1730769230769 8.02294232500118 0.65 0.65
"Zea" "AC190743.3_FGT012.v6a" 3 "9" 119455125.5 38.7912087912088 6.13394545142937 27.0906653259594 9.88129774975835 0.66 0.66
"Zea" "AC190756.4_FGT007.v6a" 3 "9" 16112816.5 65.8700952542834 1.37433530353448 71.4209401709402 6.5142473115763 2.73 2.73
"Zea" "AC190757.3_FGT001.v6a" 3 "9" 153369265 61.7238058471667 18.7811614953535 66.9469387755102 28.6706184943398 NA NA
"Zea" "AC190757.3_FGT003.v6a" 3 "9" 153380519 47.9385384687094 8.28888382182327 53.1843971631206 11.270177485662 NA NA
"Zea" "AC190798.3_FGT011.v6a" 1 "9" 141725088 57.1428571428571 NA 59.3103448275862 NA 4.95 4.95
"Zea" "AC190818.2_FGT010.v6a" 2 "9" 57900687 58.8138267355135 7.41387058300869 58.0592640833605 13.3086199780471 -0.07 -0.07
"Zea" "AC190878.3_FGT005.v6a" 2 "9" 32419177.5 64.5363408521303 10.4559649348387 68.2636422344204 13.2482631509039 0.27 0.27
"Zea" "AC190913.3_FGT002.v6a" 2 "9" 19362037.5 67.0064108519929 2.12729885485649 82.1926647516756 7.16791562461702 1.78 1.78
"Zea" "AC190991.3_FGT001.v6a" 1 "9" 59150186 64.4329896907217 NA 69.2307692307692 NA -0.05 -0.05
"Zea" "AC190996.4_FGT001.v6a" 9 "9" 145162227.5 48.7884480908783 9.34656816814338 63.6395005960223 18.0695822122445 5.52 5.52
"Zea" "AC191039.3_FGT002.v6a" 1 "9" 9730469 42.4460431654676 NA 40.2173913043478 NA 3.7 3.7
"Zea" "AC191064.3_FGT007.v6a" 1 "9" 123862110 72.2405271828666 NA 69.1358024691358 NA 1.06 1.06
"Zea" "AC191071.3_FGT001.v6a" 5 "9" 150489932 66.897892587178 4.02253770407033 94.0168352693477 4.88900006775565 7.58 7.58
"Zea" "AC191253.3_FGT004.v6a" 2 "9" 116843129 46.9042241033544 6.04841923828479 42.0026881720431 0.47520617015226 0.52 0.52
"Zea" "AC191304.3_FGT002.v6a" 1 "9" 150014616 54.2910447761194 NA 59.7765363128492 NA 7.62 7.62
"Zea" "AC191304.3_FGT012.v6a" 4 "9" 150001583 57.0908149821193 6.21035493209448 74.4393939393939 18.1000433769628 7.62 7.62
"Zea" "AC191324.3_FGT002.v6a" 1 "9" 37273094 65.4981549815498 NA 68.3333333333333 NA 0.11 0.11
"Zea" "AC191378.2_FGT001.v6a" 1 "9" 36753978.5 58.8688946015424 NA 58.1395348837209 NA 0.11 0.11
"Zea" "AC191421.3_FGT001.v6a" 1 "9" 117413206 64.6288209606987 NA 62.0915032679739 NA 0.48 0.48
"Zea" "AC191598.3_FGT007.v6a" 2 "9" 150502443 58.5972306952841 4.73208464661845 56.8910791847645 2.84685489919743 7.58 7.58
"Zea" "AC191598.3_FGT010.v6a" 1 "9" 150612693 58.0188679245283 NA 56.3380281690141 NA 7.54 7.54
"Zea" "AC191616.3_FGT003.v6a" 2 "9" 108307898.5 56.5010570824524 22.0503700264304 46.6777408637874 45.8092432994607 0.65 0.65
"Zea" "AC191713.3_FGT001.v6a" 5 "9" 51934651.5 49.5179065080466 14.4306417519558 61.5309523809524 27.2596427633006 -0.06 -0.06
"Zea" "AC191713.3_FGT002.v6a" 2 "9" 51893731 55.2197802197803 12.8211669116242 65.3409090909091 4.01765216583267 -0.06 -0.06
"Zea" "AC191802.3_FGT004.v6a" 2 "9" 156472470.5 61.7017108528144 10.823157209751 77.1341463414634 25.4385976158575 NA NA
"Zea" "AC191929.3_FGT001.v6a" 2 "9" 31631270 41.8010752688172 0.190082468060848 35.1287262872629 1.3893019413557 0.34 0.34
"Zea" "AC192175.3_FGT001.v6a" 1 "9" 153149454 58.4134615384615 NA 47.1014492753623 NA NA NA
"Zea" "AC192221.3_FGT001.v6a" 2 "9" 30276157.5 64.1833030852995 1.52714531690012 64.2706388505561 4.8732336815276 0.49 0.49
"Zea" "AC193465.3_FGT002.v6a" 2 "9" 74055859 44.3103036098494 2.48493179140385 39.1490034799114 1.72246827432345 0.08 0.08
"Zea" "AC193465.3_FGT003.v6a" 1 "9" 74054775.5 38.3673469387755 NA 41.9753086419753 NA 0.08 0.08
"Zea" "AC193467.3_FGT001.v6a" 3 "9" 63453108 44.4397899425945 4.04995602799312 42.3220489849829 0.224309012680774 0.02 0.02
"Zea" "AC193575.2_FGT003.v6a" 1 "9" 83359727.5 68.4350132625995 NA 60.3174603174603 NA 0.2 0.2
"Zea" "AC193592.3_FGT001.v6a" 2 "9" 40378300 48.4250068927488 1.70099439367317 42.824074074074 7.5293777626345 0.13 0.13
"Zea" "AC193592.3_FGT006.v6a" 1 "9" 40287431.5 66.5722379603399 NA 61.5384615384615 NA 0.13 0.13
"Zea" "AC193592.3_FGT008.v6a" 1 "9" 40408570 61.6197183098592 NA 64.2105263157895 NA 0.13 0.13
"Zea" "AC193595.3_FGT001.v6a" 2 "9" 37773511.5 65.7766795242687 26.5619627825178 60.2550091074681 34.2090275196989 0.12 0.12
"Zea" "AC193630.3_FGT002.v6a" 1 "9" 19948983.5 68.5503685503685 NA 72.5925925925926 NA 1.66 1.66
"Zea" "AC193630.3_FGT003.v6a" 4 "9" 19941777.5 51.7916861758935 10.1903587072825 62.62339453672 10.7128516118346 1.66 1.66
"Zea" "AC193630.3_FGT004.v6a" 1 "9" 19937695 70.1773835920177 NA 84 NA 1.66 1.66
"Zea" "AC193630.3_FGT007.v6a" 1 "9" 19971320 65.9810126582279 NA 65.4028436018957 NA 1.65 1.65
"Zea" "AC193646.3_FGT002.v6a" 2 "9" 129986371.5 59.9906701912611 5.04683583524526 59.2239760795494 2.38963838159136 1.46 1.46
"Zea" "AC193658.3_FGT001.v6a" 1 "9" 25190619 62.780269058296 NA 64.4295302013423 NA 1.09 1.09
"Zea" "AC193658.3_FGT003.v6a" 1 "9" 25055820.5 59.6363636363636 NA 75.8241758241758 NA 1.09 1.09
"Zea" "AC193665.3_FGT004.v6a" 3 "9" 20298444 47.2389424024671 5.66798472693718 48.2788671023965 8.95146498730786 1.59 1.59
"Zea" "AC193667.3_FGT001.v6a" 1 "9" 60598298 61.3372093023256 NA 72.8070175438596 NA -0.03 -0.03
"Zea" "AC193667.3_FGT002.v6a" 3 "9" 60713002 39.4801545486477 34.5376478770223 37.583421145065 32.64629975663 -0.03 -0.03
"Zea" "AC193668.3_FGT009.v6a" 6 "9" 21971204 46.4385935533634 11.1703012858483 56.2770274482993 16.9980605625987 1.31 1.31
"Zea" "AC193773.2_FGT002.v6a" 1 "9" 125875641 40.0602409638554 NA 38.1818181818182 NA 0.87 0.87
"Zea" "AC194021.3_FGT008.v6a" 1 "9" 122488126.5 59.7733711048159 NA 66.6666666666667 NA 0.82 0.82
"Zea" "AC194027.3_FGT001.v6a" 2 "9" 35443687 62.987012987013 4.59160247523733 84.6153846153846 0 0.12 0.12
"Zea" "AC194031.3_FGT002.v6a" 1 "9" 39961525.5 81.6551724137931 NA 79.253112033195 NA 0.15 0.15
"Zea" "AC194032.3_FGT010.v6a" 5 "9" 151964311 48.8690789193795 5.85783463106493 46.3156288156288 16.5573798428489 NA NA
"Zea" "AC194032.3_FGT014.v6a" 2 "9" 151945597 49.1489700151118 10.4887787076507 53.9112050739957 13.7534511351294 NA NA
"Zea" "AC194032.3_FGT017.v6a" 1 "9" 151934455 65.8450704225352 NA 64.2105263157895 NA NA NA
"Zea" "AC194032.3_FGT019.v6a" 1 "9" 151922318 61.7647058823529 NA 61.3924050632911 NA NA NA
"Zea" "AC194045.3_FGT001.v6a" 2 "9" 54415888.5 58.7093942054434 8.15749175135316 70.5821205821206 1.71508921285717 -0.08 -0.08
"Zea" "AC194071.3_FGT003.v6a" 1 "9" 62947645.5 58.5365853658537 NA 55.2083333333333 NA 0.03 0.03
"Zea" "AC194073.3_FGT002.v6a" 1 "9" 41923474 58.294930875576 NA 59.7222222222222 NA 0.07 0.07
"Zea" "AC194074.4_FGT003.v6a" 1 "9" 49400073 63.9473684210526 NA 73.015873015873 NA -0.01 -0.01
"Zea" "AC194083.2_FGT001.v6a" 1 "9" 113164521.5 73.9938080495356 NA 84.1121495327103 NA 0.51 0.51
"Zea" "AC194083.2_FGT003.v6a" 1 "9" 113264231 58.2978723404255 NA 59.2356687898089 NA 0.51 0.51
"Zea" "AC194084.3_FGT004.v6a" 1 "9" 182851 57.3863636363636 NA 67.2413793103448 NA NA NA
"Zea" "AC194094.3_FGT003.v6a" 1 "9" 152568864.5 42.7906976744186 NA 51.3888888888889 NA NA NA
"Zea" "AC194098.3_FGT003.v6a" 3 "9" 146913435 47.4959758551308 8.44693152588301 42.0289855072464 21.6422964102436 7.64 7.64
"Zea" "AC194465.3_FGT003.v6a" 4 "9" 146026777 50.7860702730106 9.7441527966008 54.1517857142857 15.5637309713902 6.44 6.44
"Zea" "AC194719.3_FGT002.v6a" 1 "9" 9975499.5 61.595547309833 NA 65 NA 3.73 3.73
"Zea" "AC194878.3_FGT001.v6a" 1 "9" 25691749 68.0970149253731 NA 71.5083798882682 NA 1.09 1.09
"Zea" "AC194878.3_FGT002.v6a" 1 "9" 25698245 68.8432835820896 NA 72.6256983240224 NA 1.09 1.09
"Zea" "AC194887.3_FGT002.v6a" 1 "9" 56878988.5 59.1331269349845 NA 56.0747663551402 NA -0.08 -0.08
"Zea" "AC194904.3_FGT001.v6a" 2 "9" 38043840.5 68.1639928698752 8.97433205356188 71.7969379532635 6.60953961463652 0.13 0.13
"Zea" "AC194940.3_FGT001.v6a" 1 "9" 119309411 80 NA 83.9080459770115 NA 0.63 0.63
"Zea" "AC194978.3_FGT004.v6a" 1 "9" 89230446.5 62.4398073836276 NA 71.6346153846154 NA 0.35 0.35
"Zea" "AC195148.3_FGT001.v6a" 2 "9" 81275352.5 41.6799415903358 4.20058787443228 45.7070707070707 25.3558492243661 0.16 0.16
"Zea" "AC195181.3_FGT001.v6a" 4 "9" 35090182 50.6011851663056 7.10782439311368 58.072660502328 7.75082953917258 0.13 0.13
"Zea" "AC195245.3_FGT001.v6a" 1 "9" 71617986.5 68.2274247491639 NA 69.6969696969697 NA 0.01 0.01
"Zea" "AC195321.3_FGT002.v6a" 2 "9" 38653775.5 43.53125 6.31976685685477 54.5714285714286 3.63654916038793 0.15 0.15
"Zea" "AC195321.3_FGT003.v6a" 1 "9" 38659935 63.4375 NA 64.4859813084112 NA 0.15 0.15
"Zea" "AC195327.3_FGT003.v6a" 2 "9" 73109815.5 42.7877036258539 15.5132465131573 47.9407514450867 14.7654522950081 0.05 0.05
"Zea" "AC195327.3_FGT004.v6a" 1 "9" 73104543 55.9055118110236 NA 60.7142857142857 NA 0.05 0.05
"Zea" "AC195327.3_FGT005.v6a" 1 "9" 73092458.5 64.3835616438356 NA 68.0327868852459 NA 0.05 0.05
"Zea" "AC195383.3_FGT002.v6a" 1 "9" 80631391 64.9289099526066 NA 63.5714285714286 NA 0.15 0.15
"Zea" "AC195580.2_FGT010.v6a" 1 "9" 8685728 66.2650602409639 NA 70.2702702702703 NA 3.71 3.71
"Zea" "AC195580.2_FGT011.v6a" 1 "9" 8692238 52.1186440677966 NA 52.5641025641026 NA 3.71 3.71
"Zea" "AC195584.3_FGT001.v6a" 1 "9" 54272242.5 83.7004405286344 NA 81.5789473684211 NA -0.08 -0.08
"Zea" "AC195959.2_FGT004.v6a" 5 "9" 710845.5 51.5847501504275 5.17536852573347 55.3982369472769 19.2111019644347 NA NA
"Zea" "AC195993.3_FGT005.v6a" 2 "9" 15052668 51.4823529411765 0.399307358787666 63.5235191637631 3.60328804001855 3.12 3.12
"Zea" "AC195998.3_FGT002.v6a" 1 "9" 43327680 62.4352331606218 NA 67.4418604651163 NA 0.06 0.06
"Zea" "AC195998.3_FGT003.v6a" 1 "9" 43334108.5 56.7441860465116 NA 73.2394366197183 NA 0.06 0.06
"Zea" "AC196047.2_FGT001.v6a" 1 "9" 38509345 60.4972375690608 NA 60.8333333333333 NA 0.15 0.15
"Zea" "AC196047.2_FGT003.v6a" 10 "9" 38552411 49.5218268806945 9.98087787540787 48.4631656302388 14.7771889064661 0.15 0.15
"Zea" "AC196054.2_FGT004.v6a" 1 "9" 64347336 69.6927374301676 NA 87.0292887029289 NA 0 0
"Zea" "AC196059.3_FGT003.v6a" 3 "9" 150979508 69.0014940680883 6.26736486326467 84.682366471978 9.35094808423404 NA NA
"Zea" "AC196059.3_FGT004.v6a" 1 "9" 150973738 63.1901840490798 NA 55.045871559633 NA NA NA
"Zea" "AC196059.3_FGT018.v6a" 1 "9" 151065998.5 66.3239074550129 NA 65.8914728682171 NA NA NA
"Zea" "AC196074.2_FGT003.v6a" 2 "9" 134488360.5 55.4263565891473 15.8961989569069 51.1764705882353 15.8059162853464 3.27 3.27
"Zea" "AC196080.3_FGT011.v6a" 2 "9" 154197231 62.2724460940262 7.36413345376763 66.4240755310779 9.54121266510569 NA NA
"Zea" "AC196080.3_FGT016.v6a" 2 "9" 154239766.5 46.2972149387003 3.68811984234498 39.4927536231884 33.3057541863229 NA NA
"Zea" "AC196090.3_FGT006.v6a" 1 "9" 154287137 71.326803205699 NA 97.4632843791722 NA NA NA
"Zea" "AC196115.2_FGT006.v6a" 1 "9" 90855823 58.433734939759 NA 56.3636363636364 NA 0.41 0.41
"Zea" "AC196133.3_FGT005.v6a" 2 "9" 153705223 51.4626298083955 3.71290528661649 53.3018867924528 4.66957308330742 NA NA
"Zea" "AC196171.6_FGT001.v6a" 1 "9" 39175112 56.9306930693069 NA 60.7407407407407 NA 0.18 0.18
"Zea" "AC196171.6_FGT002.v6a" 2 "9" 39243626 64.7570285546502 1.51719380562894 66.0124858869629 1.31963210143734 0.18 0.18
"Zea" "AC196171.6_FGT003.v6a" 1 "9" 39180851 57.1428571428571 NA 61.0687022900763 NA 0.18 0.18
"Zea" "AC196171.6_FGT004.v6a" 4 "9" 39200049 59.321493316986 6.4101452992092 69.2461117332338 9.47798399811772 0.18 0.18
"Zea" "AC196408.3_FGT001.v6a" 2 "9" 123571814 49.4284810698473 1.56857969441858 61.7190690077583 8.51761945488083 1 1
"Zea" "AC196408.3_FGT003.v6a" 2 "9" 123540825.5 44.5454545454545 7.71389215839869 55 7.07106781186548 1 1
"Zea" "AC196408.3_FGT004.v6a" 1 "9" 123536886.5 64.6706586826347 NA 63.6363636363636 NA 1 1
"Zea" "AC196437.3_FGT001.v6a" 13 "9" 37425550 44.4073619230966 9.49366981097458 45.8515022840581 24.0106920113971 0.12 0.12
