"set" "keygene" "nbexon" "map" "phys" "GC_total.mean" "GC_total.sd" "GC3.mean" "GC3.sd" "loess-2" "loess"
"Zea" "AC187870.3_FGT002.v6a" 4 "8" 44996582 43.2215881123254 6.89955106615164 35.6323445907486 7.32874470924125 0.07 0.07
"Zea" "AC187870.3_FGT003.v6a" 3 "8" 44999818.5 40.9974747474747 2.29294458901139 28.641975308642 20.137842317066 0.07 0.07
"Zea" "AC187875.3_FGT006.v6a" 3 "8" 28174467.5 53.3530461578358 11.3998180402017 55.8087609318164 15.9610228149876 1.24 1.24
"Zea" "AC187875.3_FGT009.v6a" 5 "8" 28222756.5 43.6860485616859 4.15032507980522 38.3555828555828 10.5079700999366 1.24 1.24
"Zea" "AC187893.3_FGT003.v6a" 2 "8" 54113503.5 42.9 25.3144227664784 37.8787878787879 40.7122086137709 -0.17 -0.17
"Zea" "AC187897.3_FGT002.v6a" 1 "8" 161167124.5 64.8414985590778 NA 67.2413793103448 NA 4.95 4.95
"Zea" "AC187910.5_FGT002.v6a" 6 "8" 149332226 43.1097992570595 6.80663955961047 43.8111033887239 9.13588409292211 -0.24 -0.24
"Zea" "AC187910.5_FGT006.v6a" 1 "8" 149228880.5 43.0178069353327 NA 38.3098591549296 NA -0.26 -0.26
"Zea" "AC188001.3_FGT009.v6a" 3 "8" 169461872.5 46.4455569461827 18.666725122706 55.6737588652482 9.82723862450428 7.19 7.19
"Zea" "AC188020.3_FGT002.v6a" 3 "8" 105172183 53.2874532874533 9.23825278721811 56.4613880742913 3.06803363959423 0.55 0.55
"Zea" "AC188144.2_FGT006.v6a" 6 "8" 171240801.5 47.0447076881618 12.3094556993883 45.008754686174 20.5219012856976 9.06 9.06
"Zea" "AC188709.3_FGT001.v6a" 1 "8" 38705231.5 60.5568445475638 NA 63.8888888888889 NA 0.4 0.4
"Zea" "AC188720.3_FGT007.v6a" 2 "8" 32184612.5 64.3021914648212 3.3438728983447 73.8541666666667 8.69152085208467 0.88 0.88
"Zea" "AC188720.3_FGT010.v6a" 2 "8" 32242653.5 64.8401826484018 2.58303847008786 74.5360824742268 7.7271462686365 0.87 0.87
"Zea" "AC188723.3_FGT001.v6a" 2 "8" 86927474.5 56.3546650717703 0.14801876400438 53.6607142857143 6.18718433538229 0.32 0.32
"Zea" "AC188724.3_FGT006.v6a" 1 "8" 73645518.5 64.4870349492672 NA 66.7796610169491 NA 0.18 0.18
"Zea" "AC188737.4_FGT003.v6a" 1 "8" 126492396 61.7924528301887 NA 77.4647887323944 NA 0.74 0.74
"Zea" "AC188738.4_FGT004.v6a" 1 "8" 672794.5 61.8677042801556 NA 68.6046511627907 NA 5.57 5.57
"Zea" "AC188738.4_FGT006.v6a" 3 "8" 696873 38.6088709677419 4.79687617397433 41.8615591397849 4.38943903416897 5.56 5.56
"Zea" "AC189038.3_FGT004.v6a" 1 "8" 26766713 40.8088235294118 NA 27.7777777777778 NA 1.38 1.38
"Zea" "AC189766.3_FGT001.v6a" 3 "8" 175239454 42.5626567321838 9.89907726938341 40.2268920359373 8.85748462411303 NA NA
"Zea" "AC189785.3_FGT009.v6a" 2 "8" 159544093.5 29.9559471365639 42.3641067142601 30.6666666666667 43.3692159127749 3.83 3.83
"Zea" "AC189792.3_FGT002.v6a" 1 "8" 76770780.5 58.3629893238434 NA 68.8172043010753 NA 0.19 0.19
"Zea" "AC189792.3_FGT005.v6a" 1 "8" 76747963.5 64.1322314049587 NA 70.6467661691542 NA 0.19 0.19
"Zea" "AC189798.3_FGT001.v6a" 1 "8" 104446707.5 60.0997506234414 NA 63.1578947368421 NA 0.56 0.56
"Zea" "AC189798.3_FGT006.v6a" 3 "8" 104497062.5 41.5435139573071 28.0614125181123 36.0392720306513 38.7846104297506 0.56 0.56
"Zea" "AC190225.2_FGT001.v6a" 2 "8" 60845414 65.6816450875857 0.123864858852195 75.0574712643678 6.9897911703498 -0.16 -0.16
"Zea" "AC190688.3_FGT006.v6a" 2 "8" 169685386 66.8892150793321 4.63557902005743 83.489010989011 1.12670860738517 6.53 6.53
"Zea" "AC190812.3_FGT006.v6a" 2 "8" 164201017 65.4023893472084 0.73099732283006 65.5048810250153 0.571639100105048 5.28 5.28
"Zea" "AC190864.4_FGT002.v6a" 1 "8" 166934318 55.6451612903226 NA 54.8780487804878 NA 4.81 4.81
"Zea" "AC190882.3_FGT001.v6a" 2 "8" 40957455.5 52.6754591332397 6.63108044892952 61.6513976979093 11.4778197275054 0.27 0.27
"Zea" "AC191067.3_FGT005.v6a" 1 "8" 80181048.5 49.1034482758621 NA 45.0413223140496 NA 0.21 0.21
"Zea" "AC191069.3_FGT004.v6a" 3 "8" 37665808 59.46599390308 14.4259737956728 71.9259259259259 25.5084912837278 0.46 0.46
"Zea" "AC191069.3_FGT007.v6a" 3 "8" 37760409.5 45.9560944755557 4.95982356771501 24.7773906310492 3.41458147291093 0.46 0.46
"Zea" "AC191255.2_FGT003.v6a" 1 "8" 142361867 62.5 NA 76.8292682926829 NA -0.31 -0.31
"Zea" "AC191567.3_FGT001.v6a" 2 "8" 48161965 50.0173933209647 21.6707238250933 54.4940934771443 42.7823209161661 -0.04 -0.04
"Zea" "AC191567.3_FGT002.v6a" 1 "8" 48149773.5 65.2360515021459 NA 93.5064935064935 NA -0.04 -0.04
"Zea" "AC191930.3_FGT001.v6a" 7 "8" 71788142.5 45.5015686334398 10.2950252434954 42.4736111453379 19.8369515442923 0.17 0.17
"Zea" "AC192096.3_FGT001.v6a" 1 "8" 129230826.5 66.5952890792291 NA 67.9487179487179 NA 0.68 0.68
"Zea" "AC192226.3_FGT007.v6a" 7 "8" 162209738 40.9954422898134 8.0724266151556 28.932442258115 12.6444801439845 5.47 5.47
"Zea" "AC192250.3_FGT006.v6a" 3 "8" 152411401.5 42.1450586025157 3.33760529851026 47.746761539865 6.83400393131733 0.49 0.49
"Zea" "AC193351.3_FGT002.v6a" 1 "8" 5545072 60.7361963190184 NA 63.8888888888889 NA 3.81 3.81
"Zea" "AC193430.3_FGT003.v6a" 1 "8" 142682581 69.0625 NA 73.5849056603774 NA -0.36 -0.36
"Zea" "AC193430.3_FGT005.v6a" 1 "8" 142671749.5 58.6301369863014 NA 72.9508196721311 NA -0.36 -0.36
"Zea" "AC193430.3_FGT008.v6a" 1 "8" 142628352 64.6596858638743 NA 63.3858267716535 NA -0.35 -0.35
"Zea" "AC193462.3_FGT004.v6a" 2 "8" 21096156.5 53.8414634146341 19.5747852840666 60.4545454545455 14.7849599702642 2.12 2.12
"Zea" "AC193479.2_FGT002.v6a" 1 "8" 68570525 65.0442477876106 NA 83.4437086092715 NA 0.03 0.03
"Zea" "AC193782.3_FGT003.v6a" 3 "8" 123302252 49.3627230469336 5.23913710902838 43.9017665610899 10.8846182127378 0.76 0.76
"Zea" "AC193784.3_FGT004.v6a" 2 "8" 7536720.5 61.193853427896 0.117015306579374 66.2447257383967 0.596714583279793 2.42 2.42
"Zea" "AC193786.3_FGT005.v6a" 3 "8" 157463277 56.8926194571151 12.4570501536763 66.4027601583823 34.6545162963266 2.61 2.61
"Zea" "AC193789.3_FGT002.v6a" 1 "8" 3162966.5 57.0815450643777 NA 54.5454545454545 NA 4.82 4.82
"Zea" "AC193789.3_FGT006.v6a" 7 "8" 3200609.5 51.5396747244385 12.9404962894426 53.0750855897915 20.0023234322983 4.81 4.81
"Zea" "AC193939.2_FGT010.v6a" 2 "8" 161414164.5 50.022658121318 1.2725816350738 58.6549707602339 13.8113254337021 5.12 5.12
"Zea" "AC194036.4_FGT002.v6a" 2 "8" 9541686.5 44.2573320719016 10.1416639572261 47.8151260504202 1.06957328246704 2.29 2.29
"Zea" "AC194047.3_FGT001.v6a" 4 "8" 91515299 44.995706479313 6.11027730775065 41.1312894862695 8.08459849929066 0.4 0.4
"Zea" "AC194047.3_FGT005.v6a" 1 "8" 91539465.5 40.5286343612335 NA 36 NA 0.4 0.4
"Zea" "AC194047.3_FGT006.v6a" 4 "8" 91535748.5 50.353673555481 14.2607040626741 61.1333120204604 30.8182858146444 0.4 0.4
"Zea" "AC194057.3_FGT005.v6a" 1 "8" 147019490.5 67.1454219030521 NA 66.4864864864865 NA -0.51 -0.51
"Zea" "AC194057.3_FGT007.v6a" 1 "8" 147023639.5 53.3692722371968 NA 60.1626016260163 NA -0.51 -0.51
"Zea" "AC194067.3_FGT006.v6a" 1 "8" 139932233 65.9509202453988 NA 60.5504587155963 NA 0.17 0.17
"Zea" "AC194078.3_FGT001.v6a" 1 "8" 161987511.5 59.5330739299611 NA 54.6511627906977 NA 5.4 5.4
"Zea" "AC194097.3_FGT007.v6a" 1 "8" 173317022 60.0591715976331 NA 66.0714285714286 NA NA NA
"Zea" "AC194097.3_FGT008.v6a" 2 "8" 173313814 59.3421052631579 0.930403659455975 63.8888888888889 3.92837100659196 NA NA
"Zea" "AC194097.3_FGT009.v6a" 2 "8" 173304682 61.4958101259471 4.08389736136141 62.2939560439561 0.291390157082359 NA NA
"Zea" "AC194102.3_FGT001.v6a" 1 "8" 6576985 67.2185430463576 NA 72 NA 2.96 2.96
"Zea" "AC194102.3_FGT002.v6a" 4 "8" 6579365 63.3997771841117 10.4798831634432 66.4857548359966 12.642802317407 2.96 2.96
"Zea" "AC194109.3_FGT002.v6a" 3 "8" 115307300 61.0269455436216 11.9778591015321 68.75 16.2713534914722 0.65 0.65
"Zea" "AC194109.3_FGT005.v6a" 4 "8" 115277031 46.5645138721539 4.79533192964981 60.3667017297803 26.8807198486975 0.64 0.64
"Zea" "AC194112.3_FGT001.v6a" 1 "8" 65613891.5 67.8741658722593 NA 90.5444126074499 NA -0.07 -0.07
"Zea" "AC194124.3_FGT001.v6a" 2 "8" 94812478 62.3427765369696 0.90601433113118 63.0624346006279 1.08520050129785 0.47 0.47
"Zea" "AC194196.3_FGT003.v6a" 1 "8" 61519094 54.3956043956044 NA 49.1803278688525 NA -0.15 -0.15
"Zea" "AC194206.3_FGT004.v6a" 1 "8" 58678837 68.8953488372093 NA 71.304347826087 NA -0.18 -0.18
"Zea" "AC194206.3_FGT005.v6a" 6 "8" 58653008.5 61.6837553247848 7.56061531597484 62.8073638179728 14.832002745716 -0.18 -0.18
"Zea" "AC194211.3_FGT001.v6a" 2 "8" 160251423 54.5211834733893 7.86705811351634 54.0625 19.0034947443885 4.21 4.21
"Zea" "AC194244.3_FGT001.v6a" 2 "8" 97504504.5 52.7905638665133 10.3746967320235 48.6580086580087 17.3868680395653 0.55 0.55
"Zea" "AC194341.4_FGT001.v6a" 3 "8" 140931996 58.7277432382727 3.50490594105446 59.0331113043434 6.60590872467704 -0.06 -0.06
"Zea" "AC194341.4_FGT002.v6a" 2 "8" 140928486 55.9615041882018 10.7118296918296 74.8924731182796 26.0793146179554 -0.06 -0.06
"Zea" "AC194341.4_FGT003.v6a" 4 "8" 140925181 65.0208772512264 4.74626858420595 91.7520745083352 6.85611119785267 -0.06 -0.06
"Zea" "AC194341.4_FGT004.v6a" 3 "8" 140912255 54.8653183582587 10.2904593085094 70.5577346430208 14.6980476155479 -0.05 -0.05
"Zea" "AC194341.4_FGT008.v6a" 6 "8" 140955912.5 52.3371840625386 10.0190535014227 44.9560379707438 31.3628218997634 -0.06 -0.06
"Zea" "AC194349.3_FGT004.v6a" 1 "8" 155790625 65.625 NA 68 NA 1.78 1.78
"Zea" "AC194355.3_FGT002.v6a" 3 "8" 55712026.5 57.8500605443037 6.35938264506574 63.3424195223261 5.40304311320361 -0.18 -0.18
"Zea" "AC194405.3_FGT009.v6a" 2 "8" 171121799.5 56.2351261304141 15.2460434020707 78.5714285714286 16.8358757425368 8.88 8.88
"Zea" "AC194405.3_FGT021.v6a" 17 "8" 171146369 49.0443654527765 5.79760350514454 53.8018935042263 13.9158263793048 8.91 8.91
"Zea" "AC194434.4_FGT004.v6a" 5 "8" 152820882.5 41.8504503054567 9.67768356115622 45.9651139342609 7.53760889017058 0.62 0.62
"Zea" "AC194434.4_FGT006.v6a" 1 "8" 152898707 61.8343195266272 NA 64.2857142857143 NA 0.64 0.64
"Zea" "AC194438.3_FGT005.v6a" 1 "8" 67420723 63.2780082987552 NA 62.7329192546584 NA -0.01 -0.01
"Zea" "AC194439.3_FGT002.v6a" 6 "8" 84944014.5 47.6343577902057 13.7611411391852 51.8819081319081 21.3375593449243 0.28 0.28
"Zea" "AC194442.3_FGT003.v6a" 5 "8" 172745008.5 48.7075211008176 5.42603436722352 45.8197619593751 4.98124287287118 12.19 12.19
"Zea" "AC194442.3_FGT004.v6a" 1 "8" 172735617 69.0068493150685 NA 85.1282051282051 NA 12.17 12.17
"Zea" "AC194617.2_FGT001.v6a" 1 "8" 68819424.5 73.3905579399142 NA 82.0512820512821 NA 0.04 0.04
"Zea" "AC194633.3_FGT010.v6a" 2 "8" 8363044.5 60.121412803532 4.88574884131096 53.3725490196078 13.2547859375361 2.5 2.5
"Zea" "AC194633.3_FGT014.v6a" 5 "8" 8339786.5 56.2359757158566 11.8202450443104 70.5869927887203 21.0937371491438 2.49 2.49
"Zea" "AC194834.3_FGT002.v6a" 2 "8" 14457502.5 40.1001705029838 2.90860206242543 43.6837029893925 13.0920445504163 2.02 2.02
"Zea" "AC194898.3_FGT003.v6a" 4 "8" 43059795 57.7077017607006 6.96533297194984 54.1625703909879 10.5496895915193 0.16 0.16
"Zea" "AC194898.3_FGT007.v6a" 1 "8" 43099010.5 63.5258358662614 NA 61.4678899082569 NA 0.16 0.16
"Zea" "AC194942.3_FGT001.v6a" 6 "8" 104736773.5 52.5238827437623 9.68334345782484 54.1205303219444 18.5700697708334 0.56 0.56
"Zea" "AC194942.3_FGT004.v6a" 1 "8" 104851317.5 60.8832807570978 NA 67.6190476190476 NA 0.56 0.56
"Zea" "AC194968.3_FGT003.v6a" 1 "8" 38883142.5 72.9064039408867 NA 86.7647058823529 NA 0.39 0.39
"Zea" "AC195062.3_FGT002.v6a" 2 "8" 24704717 58.7792642140468 1.53718865475339 47.0328282828283 13.4814550453496 1.6 1.6
