keygene	nbexon	map	phys	GC_total.mean	GC_total.sd	GC3.mean	GC3.sd
Bradi1g00272.1.v3.1	10	1	133182	51.3625215613433	9.67853999125646	60.2774664079416	20.8023502224077
Bradi1g00278.1.v3.1	5	1	154283.5	45.8013321155948	5.72224952603086	48.0329551962928	11.049584136778
Bradi1g00284.1.v3.1	3	1	162705.5	47.2106297016244	6.04854290415179	50.5133209065607	10.5004382987722
Bradi1g00287.1.v3.1	2	1	165886.5	58.8652482269503	24.322467296133	49.7	34.9310749906154
Bradi1g00291.1.v3.1	1	1	168113.5	66.1921708185053	NA	64.8936170212766	NA
Bradi1g00300.1.v3.1	2	1	173926	63.347747245083	6.4526329509309	88.1325863678805	4.21227008774056
Bradi1g00322.2.v3.1	4	1	223668.5	45.208584977366	12.0814550048578	46.294807834442	18.4212773284942
Bradi1g00332.1.v3.1	5	1	242837.5	64.5913840390662	7.65676208021545	62.7267676767677	16.4189727155562
Bradi1g00335.1.v3.1	6	1	245737.5	63.8010356401013	2.88594705467943	66.984413646415	3.82329192854967
Bradi1g00341.1.v3.1	2	1	261330	55.9957565115598	10.2382522678386	62.8192371475953	2.29839020087165
Bradi1g00350.1.v3.1	1	1	283141	43.7939110070258	NA	46.3157894736842	NA
Bradi1g00360.1.v3.1	2	1	284292.5	40.4674864296001	2.69463534649574	41.8300653594771	3.69729035914532
Bradi1g00361.1.v3.1	1	1	292199.5	62.0947630922693	NA	62.6865671641791	NA
Bradi1g00364.4.v3.1	2	1	296651.5	52.3298751538597	7.80838858071305	54.3988269794721	13.0638496230946
Bradi1g00365.1.v3.1	2	1	298723	42.173071194519	20.3580191842955	46.9086021505376	19.1983292741509
Bradi1g00366.1.v3.1	1	1	301768	52.2613065326633	NA	46.6165413533835	NA
Bradi1g00368.1.v3.1	2	1	304151.5	50.8201153961893	5.04818554452248	55.8395872420262	5.53878201023235
Bradi1g00370.1.v3.1	3	1	307411	52.456128916989	2.97021093561199	59.2335606076188	5.23310681422451
Bradi1g00381.1.v3.1	4	1	310696	58.9255788434153	12.52821326143	73.8814258580635	21.0602214283435
Bradi1g00385.1.v3.1	2	1	318770	53.7221337579618	14.1027268063082	59.9038461538462	10.4706196444931
Bradi1g00390.2.v3.1	11	1	326408.5	44.6751172133156	9.47408606480127	42.5326722401532	11.1557382682438
Bradi1g00400.2.v3.1	1	1	334984.5	65.3600729261623	NA	95.3424657534247	NA
Bradi1g00405.1.v3.1	2	1	338293.5	47.5210084033613	10.6363120867556	51.6455696202531	16.4693224985221
Bradi1g00410.1.v3.1	2	1	340998	50.7135575942916	6.84761918580249	53.6379928315412	20.8583828285494
Bradi1g00413.2.v3.1	2	1	367195	66.7904509283819	25.2082629685602	81.25	26.5165042944955
Bradi1g00415.1.v3.1	2	1	369621	46.265172735761	4.81968207531445	53.6151960784314	3.7261754400762
Bradi1g00427.2.v3.1	14	1	376582	49.9592752092229	8.64729354016166	55.0630825584703	21.2827377521774
Bradi1g00438.1.v3.1	2	1	382972.5	54.4453763891802	4.87813233404015	63.9914496696464	5.3039879039644
Bradi1g00450.1.v3.1	11	1	385509	46.1081791745087	4.16852932257911	51.1526051518358	12.2824279359763
Bradi1g00455.1.v3.1	1	1	387757	41.3669064748201	NA	36.5591397849462	NA
Bradi1g00460.1.v3.1	19	1	392231.5	46.4217673228961	6.0028682803528	48.3420167321103	14.3665836596462
Bradi1g00470.2.v3.1	7	1	400392	49.860223592928	6.70071210667752	53.6614899800405	16.4284954634337
Bradi1g00482.1.v3.1	2	1	408170.5	56.7739694904252	2.48811620778955	67.4122448979592	8.75080718594941
Bradi1g00485.3.v3.1	6	1	410229	42.2270582046984	5.80940929915373	44.8116663654261	5.73443788224805
Bradi1g00491.2.v3.1	1	1	412880	52.7746319365798	NA	60.3741496598639	NA
Bradi1g00497.1.v3.1	5	1	415345.5	54.324806895833	11.6416578495693	63.7880124136891	24.1436071128016
Bradi1g00510.5.v3.1	5	1	421649	52.3617780837872	8.27886119599003	61.0200096200096	21.7496723351179
Bradi1g00517.10.v3.1	11	1	426943	46.9759641208436	4.31117714438512	36.3424730286186	7.4071160081032
Bradi1g00517.11.v3.1	11	1	426943	47.2568779917166	4.04534084861385	35.4720888590541	8.46968656450325
Bradi1g00517.12.v3.1	11	1	426943	47.2284893733689	4.04204127988522	35.5217659579115	8.45395005786243
Bradi1g00517.5.v3.1	12	1	427074.5	50.7352998376551	9.28145148535961	40.3070867451382	11.2287016863198
Bradi1g00517.6.v3.1	12	1	427074.5	50.709276937503	9.2907828001424	40.3526240857575	11.1964932798819
Bradi1g00517.7.v3.1	12	1	427074.5	51.0400650470005	9.57042800449856	40.4196993577508	11.3409643300235
Bradi1g00517.8.v3.1	12	1	427074.5	51.0140421468483	9.58038095693776	40.4652366983701	11.308580972216
Bradi1g00517.9.v3.1	11	1	426943	47.0043527391914	4.31609831886092	36.2927959297612	7.43110901813579
Bradi1g00530.1.v3.1	8	1	434597	53.1894299912393	9.39812740483815	56.9654333554611	20.9070728056589
Bradi1g00535.1.v3.1	2	1	437260.5	41.5144927536232	0.727602629916606	46.1791831357049	16.1171901377171
Bradi1g00540.1.v3.1	2	1	439558	52.9507195480398	13.3960795321176	62.5	17.6776695296637
Bradi1g00552.1.v3.1	1	1	441673	65.3669724770642	NA	86.551724137931	NA
Bradi1g00560.2.v3.1	13	1	447073	48.3693833181763	5.98027055945424	48.5877104775208	11.3556603290912
Bradi1g00567.1.v3.1	17	1	457309	48.2426327564898	7.5393974030965	48.9813659040634	23.2288415844156
Bradi1g00567.2.v3.1	17	1	457309	48.2697582311856	7.52199411565726	49.097617938474	23.2045117542107
Bradi1g00587.3.v3.1	2	1	471104	65.2449185130928	5.44411364493472	84.8508209017418	8.45357677816571
Bradi1g00600.1.v3.1	1	1	480053.5	65.4916512059369	NA	88.8268156424581	NA
Bradi1g00607.1.v3.1	38	1	490090.5	42.1490473122384	5.84883331472822	40.4106391876713	13.4956576566802
Bradi1g00620.1.v3.1	6	1	499677.5	49.0344143812657	4.18816608341486	61.2654527802824	8.21332532281137
Bradi1g00620.2.v3.1	6	1	499646.5	49.1013107608563	4.29019361007175	64.3290712157283	8.80254425155247
Bradi1g00625.1.v3.1	1	1	501191.5	57.0815450643777	NA	62.3376623376623	NA
Bradi1g00630.1.v3.1	1	1	501640.5	68.3516483516484	NA	71.523178807947	NA
Bradi1g00642.2.v3.1	1	1	505953.5	50.1635768811341	NA	53.4426229508197	NA
Bradi1g00654.1.v3.1	7	1	515680.5	47.675697538842	6.68945981604795	57.9053330278972	15.5825306310076
Bradi1g00666.1.v3.1	1	1	520137	70.6088992974239	NA	84.2105263157895	NA
Bradi1g00672.1.v3.1	2	1	522576.5	43.9625850340136	4.93050646745717	43.2417582417582	10.6454537387426
Bradi1g00678.1.v3.1	6	1	525428	52.7832720668858	9.53994417377371	58.6392757461836	19.5222899280757
Bradi1g00678.2.v3.1	6	1	525457.5	53.1079473915611	9.37850058654215	58.972609079517	19.3203273809107
Bradi1g00710.1.v3.1	8	1	545914.5	55.75419027687	6.13825851054333	73.4774218807391	13.627084658223
Bradi1g00710.2.v3.1	8	1	545914.5	56.0345031843015	6.17009140074569	73.6340634847491	13.4814790561709
Bradi1g00710.3.v3.1	7	1	545914.5	55.8069866900492	6.62811467621206	75.1306590201644	13.8252380557131
Bradi1g00730.1.v3.1	8	1	555709	54.4661622590828	13.6379397525686	55.98447997008	26.5577223011227
Bradi1g00740.2.v3.1	3	1	558345.5	67.7510127373723	9.67490643274939	82.937181663837	14.9894535463675
Bradi1g00750.1.v3.1	9	1	560627.5	49.5789950617188	6.39497693488675	53.7061082686783	11.8415521156423
Bradi1g00770.1.v3.1	4	1	576637.5	61.2420968717357	1.66762594889914	83.468179107714	10.542375529724
Bradi1g00780.2.v3.1	1	1	579181	67.032967032967	NA	84.3234323432343	NA
Bradi1g00785.1.v3.1	2	1	583748	55.3762483302589	3.12780392873946	61.817336741808	11.2729549591906
Bradi1g00790.2.v3.1	3	1	585835	62.7929775469329	1.87495127607936	87.2678776890624	1.05903483763405
Bradi1g00800.1.v3.1	1	1	588788.5	61.8204804045512	NA	79.0874524714829	NA
Bradi1g00807.1.v3.1	2	1	590468	61.8024166480197	0.824351382855597	88.9118526733206	4.00401561413892
Bradi1g00820.2.v3.1	6	1	594783	55.80492259631	12.985715344207	55.3385439521042	16.5604690756152
Bradi1g00840.1.v3.1	1	1	603428.5	71.7916924984501	NA	93.8661710037175	NA
Bradi1g00847.1.v3.1	10	1	610186.5	49.777838235944	11.2018039042581	50.0449901212632	23.0423198201493
Bradi1g00860.1.v3.1	11	1	615715.5	48.631616550515	9.55868308078313	45.0008137512675	17.1598012876984
Bradi1g00860.2.v3.1	10	1	615902.5	49.5605161980111	9.47726464144653	46.6476863141337	17.0843183484106
Bradi1g00860.3.v3.1	12	1	615525	49.7823223057648	9.26681853577729	45.4835501714661	17.446641371532
Bradi1g00867.1.v3.1	2	1	618584	72.1117461829536	2.32483971216506	95.4708199069102	3.51907778678588
Bradi1g00880.1.v3.1	1	1	620089	75.4424778761062	NA	96.6887417218543	NA
Bradi1g00887.1.v3.1	31	1	626735.5	42.0294720563404	5.32063305792814	44.5590350677051	10.3308100761446
Bradi1g00887.2.v3.1	30	1	626735.5	41.993934788257	5.41362657633841	44.4194229338127	10.4817340744308
Bradi1g00887.3.v3.1	31	1	626998	41.50421738741	3.73180168156594	43.6975981175585	8.02551449859003
Bradi1g00910.1.v3.1	2	1	638349.5	67.4558699915943	0.0198124623476107	95.6025369978858	3.64765443149087
Bradi1g00920.1.v3.1	2	1	641128	67.0813650084418	6.0162623110659	87.219887955182	2.12924310861494
Bradi1g00931.1.v3.1	3	1	644559.5	57.7788701113077	13.9769151892702	63.5153422501967	25.0091981115398
Bradi1g00931.2.v3.1	2	1	644329.5	62.1319692609342	16.4706840290614	73.3898904206433	25.9047531997786
Bradi1g00940.1.v3.1	10	1	647552.5	51.2886572898924	10.270143149832	63.7699117470408	18.8917255650359
Bradi1g00950.1.v3.1	2	1	657460	68.5106531470902	5.42214603745373	94.5138764011269	3.49887099364317
Bradi1g00970.1.v3.1	3	1	679612.5	56.8596137979386	6.52936780215583	68.3123543123543	14.0930611994349
Bradi1g00980.1.v3.1	4	1	680896	64.55202777932	7.82547261552285	89.9198253437384	6.37333983180852
Bradi1g00990.1.v3.1	13	1	685507	47.0915744486807	8.24970842716007	45.6763481201391	16.2231415923052
Bradi1g01000.1.v3.1	4	1	692126.5	59.2137415143178	13.3558258719337	68.249304767757	19.3660900407964
Bradi1g01007.1.v3.1	12	1	696112.5	44.0660650854948	5.69853003948873	45.0783413442061	13.3908422233539
Bradi1g01007.3.v3.1	9	1	696708	44.460083175512	6.47616413393944	46.0084848369773	14.5775803846176
Bradi1g01014.1.v3.1	5	1	701436.5	55.3707616703683	5.51161386935372	77.2774909918077	12.6943152959165
Bradi1g01021.1.v3.1	1	1	704335.5	64.7030878859858	NA	85.734664764622	NA
Bradi1g01030.1.v3.1	1	1	706358.5	60.0858369098712	NA	84.4155844155844	NA
Bradi1g01040.2.v3.1	8	1	709426	52.4481564661546	7.92490599478479	54.1324508038783	11.7690733553386
Bradi1g01047.1.v3.1	3	1	715190.5	61.958722741433	15.8345481518906	79.7410726988192	25.8642442882585
Bradi1g01058.2.v3.1	3	1	722580	59.3172298044119	3.62432238999629	66.0357287122887	9.75698483047199
Bradi1g01075.1.v3.1	2	1	733334	50.8544498517649	12.793739910208	52.3273463192512	18.8716836365244
Bradi1g01080.1.v3.1	1	1	741135	73.4265734265734	NA	95.2879581151832	NA
Bradi1g01090.1.v3.1	7	1	743930	49.9811626125622	9.43244394741794	58.1585707501173	28.4359358222826
Bradi1g01090.2.v3.1	5	1	744122.5	50.7977862577637	10.9789636735434	59.93269423733	34.1886969748843
Bradi1g01090.3.v3.1	4	1	744603.5	53.8027649610766	9.90075141567188	67.9714233522181	33.5607085319944
Bradi1g01100.1.v3.1	7	1	747965	52.6975644763573	9.55598936579523	57.5883702839646	27.2334477914022
Bradi1g01110.1.v3.1	6	1	750977.5	50.7645575201055	12.0936794305977	53.7420017354868	20.5149435906896
Bradi1g01120.1.v3.1	1	1	753543	77.8546712802768	NA	94.7916666666667	NA
Bradi1g01130.1.v3.1	3	1	757741.5	52.5603649915534	13.2805635219087	54.1893406572611	25.4099045686954
Bradi1g01130.2.v3.1	2	1	757545	57.0252541323919	15.2708049243553	63.7713387241689	27.2201168373204
Bradi1g01140.1.v3.1	5	1	762221	57.0209600728853	9.06135228518556	75.2155860805861	20.3589154744
Bradi1g01140.2.v3.1	4	1	762481.5	55.5450967020003	9.76928746595939	77.6007326007326	24.0773979679679
Bradi1g01150.1.v3.1	1	1	765073.5	69.5110258868648	NA	93.0835734870317	NA
Bradi1g01160.2.v3.1	2	1	767462.5	63.7179487179488	4.1701169146899	84.8216301648227	1.55662477231181
Bradi1g01176.1.v3.1	3	1	793676	55.0019098676817	7.10085722132881	67.2925170068027	23.368205432348
Bradi1g01178.1.v3.1	2	1	794812	68.9795008912656	4.65732541262801	87.4848912167607	4.1380846078705
Bradi1g01180.1.v3.1	6	1	797174.5	50.5366033174522	9.01671942194813	59.5672090917584	15.8073659151372
Bradi1g01190.1.v3.1	2	1	800460	54.4553080384423	13.8231696183293	64.9278375733855	29.9499851180163
Bradi1g01200.1.v3.1	5	1	803493	58.4388405171223	11.9282534681691	78.3734668777762	20.2564121254639
Bradi1g01200.3.v3.1	6	1	803463	52.5309771104645	17.9557747108546	69.5543416642019	28.274062158054
Bradi1g01210.1.v3.1	4	1	815596	61.3398949271737	15.4428834194068	79.9647460345401	23.3731326988796
Bradi1g01210.2.v3.1	4	1	813853.5	67.9624731686044	9.65615838040605	89.6395427825076	7.85096813556938
Bradi1g01220.3.v3.1	4	1	818868.5	53.5215772679638	16.2245147906709	58.2915135789888	22.9377968909781
Bradi1g01227.1.v3.1	2	1	823427.5	63.1882541405059	21.0462149339287	73.3596104799444	30.2319708905169
Bradi1g01240.3.v3.1	7	1	826715.5	49.9927899281963	7.90648172837195	57.341219182853	14.9280105238823
Bradi1g01290.1.v3.1	6	1	854534	52.1875503135843	11.1024511132655	67.8709678019261	24.9838967752882
Bradi1g01300.1.v3.1	4	1	860411	50.1706557548253	13.2268528160096	54.1419294990724	22.8264637163897
Bradi1g01305.1.v3.1	2	1	861579	40.5177696078431	6.47747939873708	40.1960784313725	9.70538719275658
Bradi1g01310.1.v3.1	1	1	865168.5	73.353751914242	NA	88.9400921658986	NA
Bradi1g01320.1.v3.1	2	1	867181.5	64.0831043956044	8.49402307895101	85.1822752985544	15.2221290104584
Bradi1g01332.1.v3.1	2	1	871820	47.6896813353566	3.80378382292308	49.1558441558442	8.90770880196041
Bradi1g01334.1.v3.1	2	1	878002.5	62.7791471984107	3.04892810253715	47.6410256410256	5.14918784248667
Bradi1g01338.1.v3.1	2	1	886262	69.4324772162386	9.95339205663581	74.7784810126582	14.4554107799528
Bradi1g01344.1.v3.1	2	1	891780.5	54.4928077713432	5.65368395942164	68.1372549019607	21.4905002125323
Bradi1g01350.1.v3.1	3	1	901013.5	54.5760981738233	11.3943573192573	59.3023876217153	22.9896189362239
Bradi1g01363.1.v3.1	1	1	911879	64.6408839779006	NA	78.6307053941909	NA
Bradi1g01368.2.v3.1	3	1	914593.5	50.8576459450385	4.07574723624978	56.9733044733045	12.0930424704858
Bradi1g01374.1.v3.1	2	1	918140.5	39.5748299319728	20.6119221590773	31.6326530612245	44.7353269730265
Bradi1g01380.1.v3.1	1	1	921601	43.7923250564334	NA	42.3011844331641	NA
Bradi1g01387.4.v3.1	2	1	927101.5	45.3878652404828	3.19598569169774	45.6624768184628	7.15897654693982
Bradi1g01397.2.v3.1	3	1	931992.5	38.146607678807	13.6543044696973	59.6715328467153	37.8186551758736
Bradi1g01420.1.v3.1	14	1	940863.5	47.9054907224149	9.50532339409422	48.4353923598229	18.4868849095305
Bradi1g01432.1.v3.1	8	1	945967	46.2694822083479	4.73760355127031	47.6294951771059	7.15151926998099
Bradi1g01442.2.v3.1	2	1	950205.5	49.3037156809268	6.63251246840768	53.3067542213884	10.2815713962397
Bradi1g01450.1.v3.1	2	1	953099.5	61.9990762943542	6.54577001552783	79.7789750551502	7.18445927770994
Bradi1g01455.1.v3.1	1	1	955577.5	63.7145313843508	NA	79.0697674418605	NA
Bradi1g01470.1.v3.1	1	1	963326.5	58.3624563155267	NA	70.3148425787106	NA
Bradi1g01480.1.v3.1	5	1	966112	65.3076926181608	8.29167362917703	84.7076199267487	14.7285462868444
Bradi1g01487.1.v3.1	7	1	970543	52.5439461225394	12.2699999768895	58.513623669403	25.3911931348966
Bradi1g01487.2.v3.1	7	1	970687.5	54.4733227165872	13.7933101470693	56.5797130416081	24.8512425765671
Bradi1g01487.3.v3.1	7	1	970543	52.554115621559	12.2596636387807	58.4485976589988	25.4296329984182
Bradi1g01500.1.v3.1	4	1	974914	61.8520775640271	9.3200187636292	74.6434294871795	18.0371674765827
Bradi1g01507.1.v3.1	17	1	979264.5	48.8383419524626	10.7532912523584	45.4585371226381	24.4097951945447
Bradi1g01520.1.v3.1	3	1	985417	54.0911177994472	15.312207918561	60.3192076668022	24.14839461987
Bradi1g01520.2.v3.1	3	1	985700.5	50.5039251442491	20.3350242208469	59.3187144659285	25.4181521607593
Bradi1g01530.1.v3.1	8	1	990029	48.5194831083628	8.25732137989914	51.8847509934206	31.9750389775607
Bradi1g01541.1.v3.1	3	1	998979.5	61.7365923352676	9.75967071971001	82.9118242543084	12.6040453413736
Bradi1g01551.1.v3.1	5	1	1012162.5	45.8128827484481	2.95216600947532	49.1104126625958	6.21211640350697
Bradi1g01560.2.v3.1	11	1	1021872	44.6071522025435	7.92913867713832	55.7060311332603	22.6148364198581
Bradi1g01570.1.v3.1	2	1	1025832.5	56.6706803130644	21.004604806589	65.4709345106696	37.5926894339426
Bradi1g01580.1.v3.1	12	1	1029270	51.1587789417345	9.46021863889726	48.5165416120229	17.8485084007598
Bradi1g01590.1.v3.1	2	1	1033263.5	60.7389281129653	16.9117884685262	71.1822660098522	19.8547224274056
Bradi1g01593.1.v3.1	2	1	1038516	57.8661616161616	17.5526759067267	58.5526315789473	23.2600914863996
Bradi1g01594.1.v3.1	1	1	1044113	66.6301969365427	NA	90.1639344262295	NA
Bradi1g01596.1.v3.1	2	1	1046346.5	63.3845437616387	7.14349029410991	49.7899159663865	0.297103689574189
Bradi1g01598.1.v3.1	1	1	1051877	66.2931034482759	NA	89.119170984456	NA
Bradi1g01600.1.v3.1	5	1	1054256.5	55.2790742993021	8.26216808596788	71.2175526558843	20.9545276760568
Bradi1g01610.1.v3.1	2	1	1056915.5	66.3951879058874	3.41772041582767	88.1439576311988	8.32390987001021
Bradi1g01620.1.v3.1	2	1	1059688	62.5122006582681	8.16089985005788	79.4696969696969	20.4632416979743
Bradi1g01630.1.v3.1	3	1	1063600	67.5620840561846	1.0100159013968	91.915035809045	8.80064233073676
Bradi1g01645.1.v3.1	1	1	1077100.5	67.381974248927	NA	70.5128205128205	NA
Bradi1g01660.1.v3.1	5	1	1099142	56.9330361591662	15.1979378555619	66.9175699684593	25.0257982752495
Bradi1g01670.1.v3.1	11	1	1102654	47.8788049682383	10.8997155352113	52.9626878588886	25.5340735678598
Bradi1g01680.1.v3.1	1	1	1105883	65.0924024640657	NA	81.1728395061728	NA
Bradi1g01683.1.v3.1	1	1	1107606	64.4177449168207	NA	82.5	NA
Bradi1g01691.1.v3.1	1	1	1114398	68	NA	66.3793103448276	NA
Bradi1g01692.1.v3.1	1	1	1116650	45.2830188679245	NA	39.4366197183099	NA
Bradi1g01693.1.v3.1	1	1	1118553.5	64.6076794657763	NA	67	NA
Bradi1g01695.1.v3.1	2	1	1128667	61.596242539338	5.46492252551596	80.2831064356436	9.68114946395566
Bradi1g01700.3.v3.1	5	1	1131780.5	64.5656711051347	2.57849326909464	87.7257363467788	4.46026900311922
Bradi1g01710.1.v3.1	8	1	1135222	46.1965165792413	7.40060745471099	60.6784228843052	22.1084503354082
Bradi1g01715.1.v3.1	1	1	1134186	37.2881355932203	NA	41.7721518987342	NA
Bradi1g01730.1.v3.1	4	1	1143558	45.6680832147937	5.07510139270521	52.3648169485527	15.0892030960398
Bradi1g01730.3.v3.1	4	1	1143390	49.502591032455	4.60766005772156	50.1532784870142	15.4438198042092
Bradi1g01740.1.v3.1	12	1	1147877.5	45.3922271539251	10.5236323317834	42.0096522103912	17.6880824872449
Bradi1g01750.1.v3.1	3	1	1157640.5	62.7372605521358	6.36746612275389	87.592923604571	3.72030230815272
Bradi1g01750.2.v3.1	3	1	1158400	57.7259577029225	3.23138278031628	81.4463515005521	13.1541932056964
Bradi1g01760.1.v3.1	2	1	1164520.5	62.2184933321558	6.14994929005134	76.8490374873354	7.66569661468702
Bradi1g01795.1.v3.1	2	1	1184643.5	69.3231345885635	8.17623034557145	65.5562106918239	17.5803867570948
Bradi1g01800.1.v3.1	13	1	1191191.5	47.157590086627	9.42792344049132	46.9937710254087	18.9781507080793
Bradi1g01801.1.v3.1	1	1	1198830.5	64.0564826700899	NA	78.8461538461538	NA
Bradi1g01805.1.v3.1	2	1	1212724.5	62.8402366863905	4.01670124224313	91.4627798021864	4.5643540274405
Bradi1g01807.1.v3.1	1	1	1215391.5	65.0421743205248	NA	84.2696629213483	NA
Bradi1g01810.5.v3.1	3	1	1218249.5	53.483172348417	11.1232019415043	50.3218078218078	11.5570893428304
Bradi1g01820.1.v3.1	2	1	1221773.5	63.9789029535865	0.972644770746099	82	2.82842712474619
Bradi1g01830.6.v3.1	3	1	1228832	53.378263966467	10.7236370210946	54.0415087003013	18.720953776422
Bradi1g01835.1.v3.1	2	1	1229825.5	36.3839285714286	0.947018010517688	39.3333333333333	0.94280904158204
Bradi1g01847.3.v3.1	18	1	1248938.5	45.3398765054636	10.20552240723	38.3675882909967	14.1512991994657
Bradi1g01860.2.v3.1	5	1	1258565	54.4386689293791	11.6294491145566	59.9417022542023	19.5092755008125
Bradi1g01870.2.v3.1	6	1	1261796	63.4093718704045	3.0257371142459	87.4780756411084	7.05231484258443
Bradi1g01870.3.v3.1	7	1	1261796	64.030090229078	4.47058112344203	86.6204003039557	8.67957865095754
Bradi1g01876.1.v3.1	1	1	1266640.5	70.026525198939	NA	65.0793650793651	NA
Bradi1g01880.1.v3.1	10	1	1279162.5	50.7608403167528	11.8364721006336	49.8362511735663	20.6815228595452
Bradi1g01890.1.v3.1	1	1	1282178	69.1737288135593	NA	88.5714285714286	NA
Bradi1g01900.1.v3.1	12	1	1287245	46.9626437201215	9.40771474043198	38.3902997187495	16.1676938205427
Bradi1g01910.1.v3.1	1	1	1291939.5	71.1048158640227	NA	86.3247863247863	NA
Bradi1g01920.1.v3.1	2	1	1294653	64.7345907058138	0.184235482556882	90.7078433326689	0.87912667882222
Bradi1g01936.5.v3.1	7	1	1307952	46.760251939363	5.61116295349746	44.8806672149239	11.7565971498563
Bradi1g01942.1.v3.1	6	1	1314834	41.023785202847	1.86320099796462	36.3429290623346	6.15736031223722
Bradi1g01946.1.v3.1	2	1	1314938.5	49.1189873417722	8.5998505742283	48.7570356472796	17.2796732175512
Bradi1g01948.1.v3.1	3	1	1316844	45.6421797757132	3.47919607730678	46.1777047983944	18.5337911556079
Bradi1g01950.1.v3.1	1	1	1322679.5	57.7167019027484	NA	62.6582278481013	NA
Bradi1g01958.1.v3.1	1	1	1323652	40.8695652173913	NA	38.1578947368421	NA
Bradi1g01970.1.v3.1	1	1	1331047.5	60.7570675610925	NA	77.1223021582734	NA
Bradi1g01980.1.v3.1	9	1	1334454	47.9601243098914	10.7158578068686	49.8702247120236	19.7196825578676
Bradi1g02000.1.v3.1	12	1	1349688.5	47.7174218921434	11.0675650249501	45.7367308385801	21.3824304097151
Bradi1g02000.2.v3.1	12	1	1349688.5	48.0575579465652	10.7577348220487	46.2575641719134	20.9021307932378
Bradi1g02000.3.v3.1	8	1	1350780	50.1923428027297	12.614845857101	49.048424630886	25.1298157008486
Bradi1g02000.4.v3.1	13	1	1349688.5	46.9314663619785	10.9687671074069	44.3552729108261	21.0693420429019
Bradi1g02010.1.v3.1	3	1	1356113	56.8930483801915	15.2404943451032	61.2023362125501	29.0048814523562
Bradi1g02020.1.v3.1	13	1	1361058.5	48.2142668252951	6.99827859279322	48.4941411644198	17.827416354327
Bradi1g02020.3.v3.1	6	1	1359105.5	49.2410694039791	10.1820922496572	55.121480598873	24.4760958733183
Bradi1g02030.1.v3.1	2	1	1365500.5	64.8762821190653	12.6684045613235	86.4438657407407	7.0178711211512
Bradi1g02040.2.v3.1	2	1	1367626	46.5859438929118	0.390295780812125	52.2030386740332	6.65110107718286
Bradi1g02050.1.v3.1	11	1	1376210	47.5221009714312	8.61558963334867	46.5124272974351	15.2488190461246
Bradi1g02050.2.v3.1	11	1	1376210	47.5158432281601	8.61174122865519	46.4994552521926	15.2410409537256
Bradi1g02050.3.v3.1	11	1	1375929.5	44.7629345316505	4.43223987952049	48.103733327059	19.6759201547595
Bradi1g02050.4.v3.1	11	1	1375929.5	44.7691922749217	4.44397878949427	48.1167053723015	19.6807825859565
Bradi1g02071.1.v3.1	3	1	1410586.5	67.146290920874	2.82430157609141	74.7722173372548	8.96717320661049
Bradi1g02080.1.v3.1	10	1	1414162	47.3844507567649	7.97632962410271	49.5141941675036	18.2821983645706
Bradi1g02090.2.v3.1	2	1	1417492.5	49.2607802874743	13.0967210807036	92.9012345679012	10.0391703501794
Bradi1g02100.1.v3.1	2	1	1424137.5	62.0491541653368	4.71705449307337	87.3790856328276	15.5302853784684
